day;host;pedestrian_count
2017-02-10;7052;9321
2016-12-06;6193;5536
2017-02-08;7039;29456
2017-03-04;6182;31964
2016-10-26;7061;256
2016-12-29;6192;15886
2016-11-20;7123;42704
2016-12-21;7039;30428
2016-11-20;6202;8522
2016-11-04;6191;8383
2017-02-01;7061;675
2016-10-23;7124;3804
2017-02-10;7038;8226
2017-02-25;6191;2696
2016-12-21;7057;1413
2017-01-06;7060;185
2016-12-21;6202;12156
2016-10-23;7043;30202
2016-12-15;6177;7729
2016-10-20;6194;28457
2016-11-13;7124;4504
2017-01-19;7036;0
2017-03-06;6193;348
2017-02-28;7060;80
2016-12-01;6178;186
2016-11-10;6185;2652
2017-02-24;7119;657
2017-01-26;7076;42749
2017-01-01;7036;0
2017-01-22;7061;642
2016-11-13;6182;13064
2017-01-29;7036;0
2016-11-21;6201;4718
2017-02-12;6199;11
2017-02-08;7040;6424
2016-11-21;6192;20609
2016-11-07;7036;0
2016-12-17;7069;934
2017-02-07;7053;8636
2017-02-19;6200;5431
2016-11-17;7061;632
2016-12-25;7043;25803
2017-01-24;7048;1259
2017-01-30;7057;1488
2017-01-22;7053;5463
2016-11-23;7123;16459
2017-01-29;7039;15780
2017-01-15;6192;10023
2016-10-23;6193;2977
2016-12-13;7059;154
2016-12-12;6180;9183
2017-02-28;7038;1724
2016-10-24;7060;118
2017-02-15;7043;48186
2017-01-01;6180;6311
2016-12-10;6200;7751
2017-02-09;6182;14843
2016-11-14;7038;9717
2017-01-11;6193;5077
2017-03-05;6194;354
2017-01-10;7075;6069
2017-02-27;6200;4005
2016-11-11;6193;4314
2017-01-03;7039;2226
2016-12-10;6185;11947
2017-01-02;6201;0
2017-03-07;7057;40
2017-01-31;7061;601
2016-12-08;6177;6784
2017-02-03;14172;46183
2016-11-22;7052;11337
2016-10-11;6191;1699
2016-12-03;7050;30659
2016-11-30;7054;1038
2016-12-11;7069;443
2017-01-03;7044;5187
2016-12-26;7047;6538
2017-01-03;6178;0
2016-10-14;6201;2719
2017-01-08;6180;4627
2016-12-02;7060;345
2016-10-19;6182;23884
2017-02-06;6193;3317
2017-01-07;7119;716
2016-10-20;7039;32165
2016-11-03;7070;9648
2016-10-31;7124;5972
2017-02-19;7043;37179
2016-11-14;6200;6681
2016-10-19;7038;12095
2016-11-13;7040;2491
2017-03-05;7039;1619
2016-10-28;7054;686
2017-01-07;7049;6108
2017-01-20;7048;1327
2016-11-26;7051;72346
2016-10-15;6191;3634
2016-12-10;6184;78332
2017-02-20;7037;21680
2017-02-16;6193;3261
2016-11-28;6199;54
2016-12-21;6182;14992
2016-11-09;6177;6659
2016-11-18;6192;23675
2017-02-09;7043;49832
2016-12-26;7044;51388
2016-10-31;6180;10743
2016-11-23;7075;4190
2016-11-19;7061;824
2017-01-15;6180;4509
2016-11-29;7052;11477
2017-01-17;7070;14218
2017-02-10;7072;9561
2016-10-28;7044;60693
2016-12-06;7058;74120
2016-12-16;7060;282
2017-01-30;7036;0
2017-01-14;6177;6016
2016-12-26;7050;22168
2017-01-13;6184;76142
2016-12-16;6177;7318
2017-01-05;6180;12112
2016-10-13;6200;4389
2017-02-16;7058;61893
2017-01-18;7050;29823
2017-01-19;6201;4910
2016-12-21;6201;5031
2017-02-19;6199;15
2016-11-23;6192;21481
2017-02-21;7038;11185
2017-01-09;6178;272
2016-11-21;7075;4184
2017-01-08;7052;5706
2016-11-22;6192;20646
2016-11-04;7072;12127
2016-10-15;6198;2113
2017-02-12;7051;49316
2016-12-24;6200;5303
2016-10-19;7054;408
2017-01-06;7037;29615
2017-01-11;6194;23225
2017-01-15;7070;6637
2016-10-28;7075;3007
2017-01-18;7057;1399
2016-12-02;7053;11327
2016-12-13;7069;1127
2016-11-16;7043;56776
2016-12-31;7040;3100
2016-10-21;7075;2355
2016-11-16;7038;10690
2017-01-16;7051;90420
2017-01-29;6184;55501
2016-11-21;7054;956
2016-12-11;7076;30728
2016-10-25;7123;22987
2016-12-05;7123;27306
2017-01-02;7119;0
2016-12-02;7124;8200
2016-11-19;7072;11783
2016-12-10;7047;9036
2016-11-25;6178;75
2016-11-13;6180;4878
2017-03-07;6192;340
2017-03-01;7049;1733
2017-03-01;6198;312
2017-02-09;6194;23168
2016-10-27;6194;23862
2016-12-12;7075;4416
2017-01-19;7040;6853
2016-10-18;7058;53148
2017-03-07;6184;5513
2016-11-24;6194;24642
2016-12-21;7040;5189
2016-12-07;7040;6999
2017-01-07;6191;5519
2016-11-03;7060;123
2017-01-17;6202;12542
2016-11-05;6177;5488
2016-12-22;6182;18218
2017-02-22;7043;54083
2016-11-29;6177;8254
2016-11-17;6202;13258
2017-03-07;6199;0
2017-01-14;7075;4564
2016-11-21;7124;7705
2017-03-04;7061;85
2017-01-11;6192;19705
2016-10-28;6198;3565
2016-12-22;7123;29617
2017-02-05;7075;3080
2016-11-07;7047;8461
2016-10-13;6180;6122
2016-11-01;7076;29306
2016-11-04;6200;8186
2017-01-04;7038;9374
2016-12-15;7076;49470
2016-12-19;7058;68505
2017-01-15;6200;4762
2016-11-15;7057;1723
2017-01-19;7123;25072
2016-12-03;7076;43012
2017-01-25;7124;6495
2016-11-03;6191;7716
2016-12-14;7061;675
2017-01-04;7052;9992
2017-01-09;7124;8857
2016-11-11;7070;8471
2017-03-04;6200;408
2016-12-03;6177;5739
2016-10-16;7075;914
2016-12-30;7076;25683
2017-02-01;6184;78135
2016-12-14;6193;5941
2017-02-02;6191;1565
2017-01-01;7059;97
2017-01-15;7038;4431
2017-01-20;7057;1411
2016-10-25;7040;5139
2017-02-17;6202;13038
2017-01-02;6185;0
2016-12-16;6200;8510
2017-01-30;7053;11078
2016-12-08;6180;13986
2017-02-01;7037;26038
2017-01-12;7051;96215
2016-11-08;6185;2022
2016-12-08;6178;57
2016-12-15;6180;15148
2017-02-23;6200;7006
2016-11-06;7123;72036
2017-01-19;7075;5997
2017-02-25;7075;3907
2017-01-04;6177;7280
2017-01-14;7060;272
2016-10-18;6199;15
2016-10-22;7043;41299
2017-02-13;7124;6471
2016-11-12;7044;61140
2016-11-21;7049;8813
2017-03-02;7060;149
2016-11-20;7072;6278
2016-12-31;6199;15
2017-03-01;14172;22608
2016-11-01;6177;3331
2016-10-16;6201;2164
2017-02-06;7047;8634
2017-01-30;7048;1161
2016-12-23;6199;35
2017-01-31;7075;5640
2017-02-24;7076;31786
2016-12-08;7040;7012
2017-02-15;7036;0
2017-02-02;7039;37793
2016-12-28;6200;5894
2016-12-03;6178;46
2016-12-09;7049;9719
2017-02-13;7043;46316
2016-12-16;7050;34212
2016-10-14;7076;26621
2017-02-10;7119;745
2016-12-13;7119;1048
2016-12-05;6194;22552
2016-12-30;7051;59232
2017-02-18;7061;656
2017-02-17;6193;3657
2017-02-28;6180;2878
2016-12-29;7052;7418
2016-10-31;7061;622
2017-02-02;7069;1237
2017-03-06;7076;9253
2016-11-07;7072;12860
2017-02-20;7060;361
2017-02-16;6192;18306
2017-02-26;7044;45164
2017-02-25;7070;13188
2017-03-01;7072;1557
2017-02-03;7060;289
2017-03-04;7038;1735
2016-10-29;6184;52838
2016-12-09;14172;51428
2016-11-21;7053;10908
2017-02-07;7054;706
2017-01-23;6185;11039
2016-12-14;14172;47151
2017-02-06;7053;10246
2016-12-29;7039;22660
2016-11-02;7069;369
2017-02-07;7040;5128
2016-12-18;7051;57550
2016-11-04;6178;677
2016-10-18;6198;1998
2017-02-10;7044;66213
2016-12-03;7069;1148
2017-01-20;7058;71644
2016-12-22;7058;61143
2016-11-30;7060;314
2016-11-26;6184;69206
2017-01-09;7038;9839
2016-11-09;7124;6992
2016-11-13;7052;5528
2016-12-18;7039;18029
2017-02-13;6193;4667
2017-01-22;7069;1148
2016-11-25;7061;588
2016-12-04;6194;15724
2016-10-26;7123;13176
2017-01-06;7061;658
2017-02-28;6198;736
2016-12-13;7072;12153
2017-01-07;6199;47
2017-02-25;6194;21286
2017-03-05;6180;1145
2017-02-12;7037;15303
2016-10-21;7037;27981
2016-10-20;7058;77990
2016-11-29;7076;48825
2017-01-04;7040;6117
2016-12-29;7060;233
2017-02-11;7051;55609
2016-12-14;7119;1028
2016-12-05;7044;71224
2016-12-06;7052;10959
2016-12-22;6202;11831
2016-10-16;7047;3852
2016-11-07;7053;10295
2017-02-28;7037;23980
2017-01-14;7053;7337
2017-02-06;6201;4994
2016-10-20;14172;47545
2016-12-25;7059;140
2017-01-24;6194;28469
2016-11-11;7047;7493
2017-01-16;7050;29810
2016-11-10;7069;467
2017-01-06;7076;47071
2016-12-10;6192;17728
2016-11-24;7048;1799
2017-02-09;7047;8260
2016-10-16;7044;30380
2016-10-15;6184;30891
2016-12-02;7119;987
2017-01-03;6201;211
2017-02-19;7036;0
2016-11-03;7049;7517
2016-10-12;7044;39686
2017-03-01;7061;119
2016-11-22;6185;11934
2016-10-12;6178;123
2017-02-01;6180;12389
2016-12-16;6192;26406
2016-11-25;6180;12026
2016-12-19;6192;21694
2016-10-31;7038;9362
2017-01-09;7040;6600
2017-01-27;7039;40036
2016-10-25;7039;29071
2016-11-10;6184;56891
2016-12-18;6194;16200
2016-11-17;6199;22
2016-10-18;6192;15103
2017-01-23;7048;1334
2017-01-15;7053;4689
2017-02-12;7048;838
2017-01-06;7048;1303
2016-11-03;7036;0
2016-11-27;6200;5514
2017-01-08;7036;0
2016-12-18;7048;2088
2017-02-15;7069;2665
2016-12-16;7051;116281
2016-11-07;7119;619
2017-02-02;7050;29588
2017-03-01;7047;1780
2017-01-11;7040;5817
2016-10-24;7040;4975
2017-01-27;6199;39
2016-11-28;6192;21505
2017-03-03;7040;849
2016-12-07;6194;24581
2016-11-08;7047;8402
2016-12-10;6177;6227
2016-10-24;6184;56322
2016-12-13;7038;12750
2017-02-11;6177;5150
2016-12-23;7058;61939
2017-03-03;7039;2508
2016-12-21;7061;445
2016-11-16;6182;16422
2016-10-21;7060;213
2016-10-28;7059;248
2017-02-24;7040;7331
2016-10-13;7061;403
2016-12-03;7057;1586
2016-10-14;7061;374
2016-12-29;6191;5941
2016-12-30;6193;5490
2017-02-25;6199;28
2016-12-15;7061;739
2016-10-19;6194;25767
2016-11-03;6178;14
2016-12-06;7051;105114
2017-02-11;7053;5913
2016-11-12;7048;900
2016-11-17;7044;75950
2017-02-08;6191;3146
2017-01-15;7048;715
2017-02-13;7047;8002
2016-12-04;7060;281
2016-12-11;6198;4399
2017-02-15;7037;26662
2016-11-18;7057;1610
2017-02-12;6192;7936
2016-11-18;6200;8683
2017-01-27;6193;5446
2016-12-26;7070;14662
2017-02-27;7037;11647
2016-12-26;6201;3734
2016-11-14;7040;5828
2016-12-02;6180;10813
2017-01-27;7058;75166
2016-11-20;6198;2778
2016-11-21;6193;5527
2017-01-09;7054;989
2016-11-07;7057;1346
2016-10-13;7049;4198
2016-11-30;7123;23340
2017-02-21;7040;7620
2016-11-26;7070;21930
2017-01-20;7044;55722
2017-01-24;7069;946
2017-02-21;7057;1329
2017-02-06;6191;1509
2017-03-02;7036;0
2016-12-30;7037;25377
2017-02-26;6178;62
2016-12-14;6184;79479
2017-02-17;7036;0
2017-02-04;7048;789
2017-01-07;14172;37008
2016-11-27;6201;3377
2016-12-18;7058;59452
2017-01-12;6184;73481
2016-12-13;6199;38
2016-10-17;7053;5583
2017-02-02;7070;12446
2016-12-19;7038;8849
2016-12-20;7060;323
2016-10-18;7076;34022
2016-12-09;7069;802
2017-03-02;7053;640
2016-11-24;6193;5324
2016-10-25;6200;7148
2016-11-13;6184;52401
2016-11-05;6192;18864
2016-11-07;6199;31
2017-02-01;7051;89482
2017-01-05;6200;6189
2017-01-29;6199;19
2017-01-25;6198;3745
2016-12-04;6199;32
2017-03-02;7039;5448
2016-10-18;6177;4790
2017-01-18;7052;10790
2017-01-28;6193;6160
2017-01-20;7052;11816
2016-12-01;7059;96
2016-10-30;6198;3348
2017-02-15;7072;10404
2016-12-11;7050;24463
2017-01-24;7075;5338
2017-02-22;6191;3425
2017-02-15;6200;7640
2016-10-20;7037;19349
2016-12-02;7054;1048
2016-10-22;7119;947
2016-10-27;6200;7050
2017-01-03;7069;96
2016-12-18;7043;46567
2017-02-11;7123;22428
2017-01-02;6193;0
2016-11-12;7053;5551
2017-01-10;7044;73349
2016-11-20;7052;6170
2017-01-20;6192;23382
2016-12-23;6177;5088
2017-02-03;6192;22327
2016-10-14;7037;11164
2017-03-03;6182;30673
2017-01-10;7040;6477
2016-12-16;6194;28180
2016-11-26;6193;5474
2016-12-17;7036;0
2017-01-23;6194;26262
2017-03-01;7124;2347
2016-12-05;7043;59145
2016-12-30;7053;7073
2016-12-23;7076;34378
2016-11-24;7050;31135
2017-02-03;7039;36866
2017-02-15;7076;34627
2017-02-21;7123;21557
2017-01-19;7070;15333
2016-12-27;7039;22487
2016-12-29;7037;23899
2017-01-15;7059;190
2016-10-18;7047;7386
2017-01-05;6193;4622
2016-10-12;6193;2956
2017-03-07;7060;21
2016-11-01;7053;4762
2016-12-13;7058;75321
2016-12-26;7069;836
2016-12-17;7039;27590
2017-03-04;14172;7871
2016-11-10;6182;17464
2016-12-05;6198;4421
2017-01-08;6194;11420
2016-11-09;7049;7466
2017-01-24;6177;8357
2016-10-17;6180;6652
2016-10-31;7059;146
2016-12-19;7119;723
2016-12-27;6199;21
2017-01-22;7060;205
2017-02-01;14172;44092
2016-11-07;7076;46805
2016-12-25;7119;630
2016-11-27;7036;0
2016-11-25;6192;21699
2016-12-26;6178;40
2017-01-12;6191;9660
2017-01-08;6177;4335
2016-11-21;7039;36944
2016-12-12;6201;5267
2016-10-18;6201;4119
2017-01-18;6182;16102
2017-03-06;6200;539
2016-12-25;7047;4244
2016-10-19;6199;22
2017-01-04;7069;832
2016-11-27;7038;5357
2016-10-14;7040;3199
2016-10-24;7061;352
2016-10-16;6180;4921
2017-02-16;14172;41524
2017-02-23;6199;10
2017-02-16;6185;10627
2016-11-12;7054;639
2017-02-24;7075;4522
2016-12-06;7048;1242
2016-12-10;7070;20954
2017-01-29;7069;436
2016-11-17;7060;345
2017-01-12;7053;11941
2017-03-07;7053;0
2016-10-19;6198;2994
2017-02-03;7037;26368
2017-01-03;7119;118
2016-12-19;7123;23851
2016-10-27;6180;11014
2017-02-10;6201;4349
2017-01-06;7038;11203
2017-01-11;7052;9047
2016-10-23;7059;176
2016-12-25;7038;3031
2016-10-22;7069;301
2017-02-07;6201;3939
2017-01-11;7119;779
2016-11-30;6184;80895
2016-12-06;7044;67860
2017-02-21;7076;53435
2017-02-20;7070;15591
2017-02-25;6184;56252
2016-11-29;6192;22222
2016-11-11;6180;9863
2016-10-25;7076;39982
2017-02-18;6191;1032
2017-02-04;7047;6359
2017-02-21;6192;21577
2016-11-01;6200;6152
2016-12-10;6191;6566
2016-11-27;7054;547
2016-12-05;7061;699
2016-10-28;14172;44980
2017-03-07;7048;9
2016-10-21;7044;68968
2016-12-12;7070;15154
2017-02-11;7076;29079
2016-12-24;7075;2257
2017-01-07;7123;21955
2016-12-08;7070;18268
2016-11-06;7039;16752
2017-02-16;7053;10646
2016-10-17;6177;3149
2017-02-12;6180;5254
2016-11-29;7054;1122
2017-02-20;7040;7245
2016-10-26;6192;8098
2016-12-17;6202;15766
2017-03-07;7075;67
2016-11-04;6177;6455
2017-02-07;14172;35407
2016-11-15;6200;7761
2016-10-23;7069;190
2017-01-31;6177;8833
2017-01-21;7050;28202
2017-01-12;7039;38282
2016-12-14;6200;8436
2016-10-12;6177;2880
2017-01-16;7037;21813
2016-10-19;7053;9175
2017-01-27;6182;18329
2016-10-31;7070;9030
2016-11-10;7119;796
2017-01-02;7069;0
2016-11-01;14172;28149
2017-02-16;7049;8040
2016-12-28;7070;17584
2016-10-15;7038;4358
2016-12-23;7051;73829
2016-11-02;7051;91243
2016-11-21;6184;72188
2016-11-01;7049;4486
2016-12-29;6194;18892
2017-01-19;7059;56
2017-01-22;7059;192
2016-11-13;14172;22125
2017-02-14;7057;1356
2016-10-12;7051;57694
2016-10-13;7124;3714
2016-11-12;6200;6552
2017-01-07;6180;5512
2016-11-10;6201;4446
2016-10-30;6192;9367
2016-11-05;7075;1874
2017-02-05;7061;555
2016-12-25;6192;5412
2016-11-11;7038;5690
2016-11-08;6178;173
2016-11-06;7051;53559
2016-11-14;7069;540
2016-10-20;7061;595
2017-02-02;7044;73799
2017-01-25;7123;25200
2016-10-15;7043;24774
2017-02-01;6198;3900
2017-02-27;7040;6921
2017-01-31;7052;10455
2017-01-18;7061;633
2016-12-21;7054;858
2016-11-29;6182;20399
2017-03-06;7054;2
2017-01-06;7070;17564
2016-12-26;7061;450
2016-10-20;7119;846
2017-01-16;7072;11477
2016-10-24;7036;0
2017-02-16;6194;22812
2016-12-21;7048;1162
2016-12-31;7036;0
2016-11-28;7119;818
2016-10-19;7052;11135
2017-02-22;6201;5460
2016-10-21;7058;76060
2017-01-19;7052;11962
2017-01-10;6192;19040
2017-03-03;7059;45
2016-11-24;6180;11782
2016-11-20;7060;296
2017-01-05;7076;44272
2017-02-25;6178;65
2017-02-10;6192;18954
2017-02-22;7050;28091
2016-10-18;7119;833
2016-10-17;14172;24186
2017-02-25;7059;296
2017-01-03;7053;432
2017-03-03;7043;12961
2016-12-12;7060;280
2016-11-06;7069;294
2017-02-05;6198;2736
2016-12-12;6194;20828
2017-01-23;6177;7302
2016-10-29;7036;0
2017-02-21;7119;920
2016-11-22;7123;19466
2016-10-30;7049;4071
2017-01-14;7076;40430
2017-01-05;7039;33364
2017-02-13;6199;34
2016-11-03;7054;590
2017-02-02;6184;79201
2016-12-05;6193;5383
2016-10-24;6178;167
2017-01-24;6182;13102
2017-03-01;7069;38
2016-12-05;7049;8109
2016-10-31;6184;57484
2017-02-12;7040;3175
2016-11-14;6199;13
2016-11-12;7075;2415
2017-01-05;7061;689
2017-02-05;6199;25
2017-02-28;7043;9014
2016-11-11;7060;158
2017-03-02;7119;104
2017-02-22;7048;1196
2016-12-01;6194;21898
2017-02-18;7070;15514
2016-11-08;6180;12334
2016-11-29;6178;117
2017-01-04;7050;26414
2016-11-11;6200;7154
2017-01-15;7052;5877
2016-11-14;7058;67797
2016-10-18;7054;400
2017-02-23;6201;7929
2017-01-25;7048;1316
2017-02-11;6191;2638
2017-02-18;6198;4949
2016-10-21;7040;5472
2017-01-13;7049;8908
2016-12-11;6202;12744
2017-02-27;6201;4165
2016-12-21;7038;7332
2016-12-13;6192;23624
2017-01-20;6199;19
2016-12-19;6201;5224
2017-01-19;7057;1437
2017-02-10;7036;0
2017-02-09;6191;2829
2017-01-20;7053;10589
2017-02-04;7123;18617
2017-02-28;7048;70
2017-01-25;7036;0
2016-12-18;6182;12730
2016-11-01;7047;6745
2016-11-12;7036;0
2016-12-18;7119;794
2016-12-28;7061;673
2017-03-04;7070;74
2017-02-10;7050;26280
2016-11-29;6184;81024
2016-11-26;6191;7203
2017-01-11;6180;10520
2017-03-05;7050;7933
2016-12-14;7039;38607
2016-10-15;7076;24367
2016-12-01;6182;21009
2016-10-25;7059;261
2017-02-05;6185;9879
2016-12-28;7069;941
2017-01-25;7047;9746
2016-12-05;7058;77141
2016-12-20;7050;27198
2016-10-22;7061;736
2017-03-01;6202;3373
2017-01-01;7050;16569
2017-02-23;7040;10227
2017-02-04;7072;6855
2017-01-08;7050;23251
2017-01-09;7069;851
2017-02-14;6194;23879
2017-01-03;6191;346
2016-10-20;7050;27657
2016-12-21;7060;244
2016-12-15;7038;12612
2017-01-20;6202;12208
2016-11-16;7069;659
2016-12-03;7043;56600
2016-12-05;6185;11048
2017-02-08;7048;1509
2017-02-08;7076;37587
2017-02-04;6180;5403
2016-12-31;6198;3481
2017-02-23;7072;8189
2016-12-06;6199;37
2017-02-12;6185;8679
2017-01-15;6199;20
2016-11-25;7038;11443
2017-02-06;7075;4734
2016-10-22;6202;14919
2016-10-28;7051;87686
2017-01-06;6192;20515
2017-01-11;7053;10349
2016-12-01;7039;37386
2016-12-05;7060;306
2017-03-07;6198;8
2016-12-01;6177;7751
2017-01-08;7048;825
2016-12-23;6180;8991
2017-02-15;7053;10596
2017-01-01;7123;19111
2017-02-19;7039;14289
2016-10-24;7059;168
2016-10-13;7059;184
2017-01-30;7050;26950
2016-12-08;7124;8175
2016-10-14;7059;133
2017-02-15;7051;97594
2016-11-04;7060;175
2017-02-01;7057;1608
2016-11-21;7040;5769
2016-12-02;6198;4785
2016-11-08;6184;59946
2016-10-18;7124;6619
2016-10-25;7061;555
2016-11-01;7051;56843
2017-01-18;6184;80440
2016-10-21;7061;688
2016-11-30;7047;9903
2016-12-26;6194;17948
2017-01-18;7047;9784
2017-02-08;6182;15299
2016-10-20;7072;13437
2017-02-17;7043;57277
2016-12-13;7061;581
2017-01-11;7124;8494
2016-10-30;7052;6081
2017-01-11;6200;5390
2017-01-13;6180;10786
2017-02-06;7037;24401
2017-02-10;7124;6160
2016-12-01;7052;12291
2016-10-16;6200;4070
2017-02-21;6191;1923
2016-10-29;6198;4272
2016-12-11;6192;13280
2017-02-05;7040;3482
2016-10-16;7049;2442
2016-12-10;7039;27330
2016-10-29;6185;2858
2017-02-07;6178;38
2017-01-19;7044;66301
2016-12-23;7040;4781
2016-11-13;7076;27462
2017-01-18;7040;6338
2017-03-06;7053;11
2016-10-13;7076;30111
2017-01-05;7050;26298
2017-02-15;6185;9458
2017-02-11;6194;19135
2016-11-03;7047;9158
2017-01-12;6200;9030
2017-02-26;7049;5535
2017-02-11;7052;6884
2017-02-23;7057;1329
2017-02-01;7044;66264
2016-10-18;7060;204
2017-01-27;7048;1561
2016-12-28;6202;11475
2017-02-28;7047;1028
2016-11-01;6199;19
2017-01-24;7061;442
2016-10-23;7050;18852
2016-12-02;7039;41007
2016-10-14;7036;0
2016-12-29;7038;6810
2017-02-22;7051;95448
2017-01-07;6198;3712
2016-12-02;14172;47007
2016-10-31;7123;31813
2017-01-20;6198;4081
2017-02-10;6191;2754
2016-11-20;6182;12847
2017-02-16;6201;4888
2017-01-17;6182;16352
2016-12-01;7075;4727
2016-10-26;7059;64
2017-01-24;7058;63752
2016-12-15;7060;264
2016-12-05;7039;38703
2016-10-20;6180;10104
2016-10-20;6177;5430
2017-01-30;6199;45
2017-01-31;6201;5317
2016-12-18;6193;4282
2017-01-17;7037;23796
2017-02-01;6192;20310
2017-01-01;6201;2127
2017-01-14;6194;22991
2016-10-18;7038;9039
2016-11-27;7123;12038
2016-12-27;7038;6307
2017-02-22;6194;25577
2016-11-19;7044;61572
2017-02-22;7052;11087
2017-01-26;6202;13272
2017-02-10;7059;139
2017-02-09;7049;7525
2016-11-30;7040;6625
2016-12-02;7058;79517
2017-02-05;14172;23069
2016-10-22;6191;5905
2016-11-26;6200;7336
2016-12-06;7049;8181
2017-02-01;6200;7483
2017-01-09;7060;303
2017-01-12;6178;379
2016-12-19;7050;29821
2017-01-15;7039;13785
2017-01-18;6185;10517
2016-11-07;6180;8363
2016-11-29;7060;351
2017-01-27;7060;377
2016-11-11;7075;1695
2016-10-16;6199;33
2017-01-25;7070;12656
2016-11-05;7054;419
2016-10-26;6180;4903
2016-12-07;7037;25868
2016-10-21;6200;8483
2016-11-30;7052;12062
2016-11-27;6193;3249
2017-03-03;6185;36
2017-01-29;6193;3172
2016-10-30;6178;79
2016-12-05;6184;81422
2016-12-03;7061;725
2017-02-08;6194;23545
2017-01-01;6182;10436
2017-01-01;7057;878
2017-02-21;6200;6920
2016-10-31;6192;16217
2016-10-25;6185;2615
2017-01-05;7044;59848
2017-02-06;7048;1477
2016-10-26;7053;4223
2016-10-24;7053;8151
2017-02-01;7053;10675
2017-01-25;6194;26395
2016-12-07;7069;763
2016-11-01;7058;55546
2017-02-23;6180;11184
2016-11-21;6180;12033
2017-03-01;7075;623
2017-01-12;7049;8925
2017-01-03;6194;1479
2016-10-30;6184;46793
2017-01-09;7049;8867
2017-02-20;6191;1593
2017-02-23;7075;5216
2016-12-18;7052;7650
2017-02-05;7044;53978
2016-11-11;6194;19464
2016-12-11;7049;6491
2016-10-14;6178;341
2016-10-29;7059;205
2016-10-13;6178;203
2017-01-09;6193;4329
2017-02-27;7050;20990
2016-10-31;7039;24112
2017-02-20;6201;5642
2017-03-06;7057;74
2016-11-24;7037;22972
2017-01-18;7048;1418
2016-11-15;6185;11416
2016-10-31;6201;4508
2016-10-25;7044;63152
2017-01-08;7124;4395
2017-03-05;6198;115
2016-10-21;6178;79
2016-10-21;6201;5517
2016-12-25;7061;463
2017-01-11;7075;6225
2017-01-16;7048;1440
2017-01-16;7036;0
2016-11-24;7076;47204
2016-11-15;7039;39081
2017-02-07;7070;13670
2017-02-04;7039;17062
2016-12-30;7069;642
2016-12-10;7051;75212
2017-03-01;7048;227
2017-02-15;6194;26172
2016-11-12;7123;21014
2016-12-17;6199;57
2016-12-22;6191;8351
2017-02-25;7124;5419
2016-11-19;7054;726
2016-11-13;6202;9651
2016-10-27;7054;611
2016-12-11;6178;465
2017-02-26;7050;20039
2016-10-20;7059;263
2016-12-22;7072;10302
2016-10-13;7051;56714
2017-01-17;6201;4743
2016-12-18;6198;4049
2017-02-19;7044;50521
2016-12-07;7059;112
2016-11-09;6194;24979
2017-01-26;7050;31386
2016-12-06;7069;731
2017-02-02;7040;7517
2017-01-29;7038;4599
2016-12-05;6201;5510
2017-03-02;7052;674
2017-01-27;7069;1053
2016-12-15;7119;1132
2017-01-21;7069;1185
2017-01-14;7044;72060
2017-02-27;7044;45520
2017-02-17;7054;805
2016-12-13;7052;12033
2016-12-27;7123;21758
2016-12-03;6191;8208
2016-11-14;7061;593
2017-02-03;6194;25311
2017-01-01;7051;42744
2016-12-28;7038;6410
2017-01-27;6194;28306
2016-12-04;7075;2576
2017-02-18;7076;34413
2017-03-03;7054;17
2017-02-11;6201;3959
2017-01-08;7049;5171
2017-01-31;7058;69627
2016-12-29;6182;14793
2016-12-22;7061;440
2016-11-30;7037;25463
2016-10-25;7049;6385
2017-02-25;7047;7146
2016-11-25;6185;11434
2016-12-07;6192;23245
2016-11-24;6178;93
2017-02-07;7050;23560
2017-02-17;7053;10903
2016-12-22;7043;56833
2016-12-15;7123;26834
2016-10-13;6193;2552
2016-10-12;6192;11401
2016-12-16;7076;54508
2016-11-09;7060;222
2016-11-23;7044;80462
2016-10-21;7053;8656
2017-03-02;7040;1844
2017-02-20;6193;3028
2016-10-16;7043;20782
2017-03-05;7061;72
2017-02-19;7072;6472
2017-03-01;7057;155
2017-02-17;6184;69040
2016-12-26;7054;632
2016-10-30;14172;26186
2017-02-26;6200;4956
2016-11-23;6182;17891
2016-10-13;7060;209
2017-02-16;6191;1237
2017-01-23;6184;71813
2017-02-04;7119;938
2017-01-17;6185;11058
2016-12-13;6200;7916
2016-10-30;6201;2751
2016-11-15;7070;13606
2016-12-31;7050;22529
2017-03-05;7038;469
2016-12-20;7076;36511
2016-11-01;6192;10260
2016-10-18;14172;34764
2017-03-02;7124;852
2016-12-24;7049;4075
2016-10-25;6194;25526
2017-01-08;7039;15544
2016-10-22;7060;101
2016-11-24;7070;19367
2017-01-23;6202;10217
2017-01-17;7054;1046
2016-12-20;7040;5860
2017-01-11;7036;0
2016-12-19;7053;9910
2016-11-16;7072;11850
2017-01-23;6198;3834
2016-11-02;7124;7421
2016-12-30;6201;3895
2016-11-13;7059;110
2017-01-26;7051;108854
2016-10-14;7072;6210
2017-02-25;7076;36833
2017-03-05;7053;241
2017-01-01;6185;7414
2017-02-26;7060;466
2016-10-24;6200;7143
2017-03-02;7037;113028
2016-12-30;6182;14330
2017-02-13;7123;20015
2017-01-14;7070;16300
2017-02-26;7061;639
2017-02-01;6191;1414
2016-10-12;7069;293
2017-02-19;7051;55274
2017-02-16;7038;8609
2017-01-31;7038;10251
2016-10-22;7075;2225
2017-01-10;7038;10453
2016-11-08;7048;1045
